STATION,STATION_NAME,DATE,SNWD,TMAX,TMIN
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811207,0,56,-17
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811208,0,89,6
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811209,0,11,-56
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811210,0,-17,-83
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811211,0,-11,-83
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811212,0,-17,-94
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811213,0,6,-72
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811214,0,17,-22
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811215,0,17,-106
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811216,0,-39,-122
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811217,0,-50,-111
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811218,152,-44,-139
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811219,127,-44,-150
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811220,127,-56,-172
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811221,102,0,-172
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811222,76,11,-28
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811223,76,17,-72
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811224,76,-11,-78
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811225,76,0,-89
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811226,76,22,-78
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811227,76,28,-50
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811228,76,17,-72
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811229,76,-17,-161
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811230,76,-39,-144
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19811231,76,28,-128
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820101,51,28,-100
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820102,51,-33,-83
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820103,51,28,-39
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820104,25,28,-39
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820105,25,-22,-117
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820106,25,39,-72
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820107,25,-61,-189
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820108,25,-128,-194
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820109,51,-78,-228
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820110,51,-222,-328
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820111,51,-183,-317
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820112,51,-144,-200
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820113,102,-83,-156
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820114,127,-44,-128
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820115,127,-94,-211
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820116,127,-111,-256
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820117,127,-233,-283
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820118,178,-133,-233
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820119,152,-56,-133
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820120,127,6,-106
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820121,178,-11,-44
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820122,152,-28,-72
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820123,127,33,-117
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820124,102,-106,-194
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820125,178,-111,-194
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820126,178,-106,-222
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820127,178,-61,-200
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820128,152,22,-61
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820129,127,-28,-128
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820130,102,6,-83
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820131,102,-17,-67
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820201,203,-22,-178
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820202,203,-17,-150
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820203,178,-11,-67
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820204,178,-33,-178
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820205,178,-61,-172
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820206,178,-83,-239
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820207,178,-122,-206
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820208,178,-39,-167
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820209,152,-44,-139
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820210,152,-111,-233
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820211,152,-122,-211
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820212,152,-39,-139
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820213,152,-6,-150
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820214,152,-22,-56
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820215,127,39,-56
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820216,102,89,0
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820217,102,17,-11
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820218,76,11,-17
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820219,51,11,-11
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820220,25,50,-11
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820221,25,78,0
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820222,25,28,-61
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820223,0,78,-6
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820224,0,17,-28
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820225,25,-17,-56
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820226,0,-17,-133
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820227,0,17,-117
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820228,0,11,-83
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820301,0,22,-67
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820302,102,61,-17
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820303,102,-11,-72
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820304,178,-33,-72
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820305,229,-33,-122
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820306,229,-11,-172
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820307,229,-11,-111
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820308,203,-44,-194
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820309,203,-22,-128
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820310,178,6,-111
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820311,76,78,6
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820312,51,44,0
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820313,0,139,11
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820314,0,94,-6
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820315,0,67,6
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820316,0,50,11
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820317,0,133,-11
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820318,0,50,-6
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820319,0,72,6
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820320,0,17,0
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820321,0,39,11
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820322,0,33,-11
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820323,0,89,-50
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820324,0,122,33
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820325,0,117,6
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820326,0,50,-39
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820327,0,-6,-78
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820328,0,-6,-83
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820329,0,67,-44
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820330,0,139,50
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820331,0,172,61
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820401,0,150,44
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820402,0,150,22
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820403,0,156,-39
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820404,0,11,-78
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820405,0,33,-61
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820406,229,-22,-83
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820407,203,-11,-122
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820408,178,-6,-56
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820409,127,11,-28
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820410,76,44,-22
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820411,51,61,-22
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820412,25,67,0
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820413,0,161,44
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820414,0,94,-17
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820415,0,111,17
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820416,0,200,122
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820417,0,200,56
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820418,0,200,17
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820419,0,200,89
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820420,0,183,28
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820421,0,106,-11
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820422,0,117,-17
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820423,0,150,44
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820424,0,83,189
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820425,0,222,100
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820426,0,183,83
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820427,0,161,17
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820428,0,72,17
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820429,0,106,39
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820430,0,117,61
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820501,0,150,44
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820502,0,172,128
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820503,0,222,50
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820504,0,256,83
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820505,0,283,178
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820506,0,294,161
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820507,0,283,89
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820508,0,211,72
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820509,0,167,72
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820510,0,194,111
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820511,0,294,167
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820512,0,300,139
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820513,0,261,89
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820514,0,289,128
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820515,0,294,122
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820516,0,256,194
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820517,0,261,100
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820518,0,261,161
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820519,0,278,150
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820520,0,267,139
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820521,0,139,50
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820522,0,144,83
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820523,0,156,83
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820524,0,133,89
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820525,0,139,89
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820526,0,139,83
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820527,0,167,100
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820528,0,217,89
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820529,0,200,94
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820530,0,156,100
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820531,0,250,122
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820601,0,233,122
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820602,0,206,89
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820603,0,167,61
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820604,0,111,61
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820605,0,139,89
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820606,0,167,50
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820607,0,211,117
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820608,0,306,117
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820609,0,194,111
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820610,0,244,111
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820611,0,239,61
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820612,0,222,150
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820613,0,239,89
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820614,0,250,128
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820615,0,283,156
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820616,0,233,94
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820617,0,167,56
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820618,0,244,106
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820619,0,128,100
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820620,0,178,117
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820621,0,244,100
GHCND:USC00111497,CHICAGO BOTANICAL GARDEN IL US,19820622,0,250,106
